estimator_name,budget_fraction,seed,target_score,median_benign_score,detection_rate,false_positive_rate
sediment_trim10,0.2,0,11.031449903107704,6.216211066778338,1.0,0.05
sediment_trim10,0.2,1,10.546845357126466,1.8331141976391176,1.0,0.05
sediment_trim10,0.2,2,10.952482570483046,2.108876387374078,1.0,0.05
sediment_trim10,0.2,3,10.949220820005216,6.385195165990046,1.0,0.05
sediment_trim10,0.2,4,11.080234653558183,2.3085778261337975,1.0,0.05
sediment_trim10,0.2,5,10.811219089063066,2.0364887641714904,1.0,0.05
sediment_trim10,0.2,6,10.773054665725777,6.590782334688277,1.0,0.05
sediment_trim10,0.2,7,11.728726318658088,5.271076636222517,1.0,0.05
sediment_trim10,0.2,8,11.218494700116889,5.605027571119707,1.0,0.05
sediment_trim10,0.2,9,10.312201371274549,1.7213141670714802,1.0,0.05
sediment_trim30,0.0,0,10.96203256006147,2.7656325328284947,1.0,0.05
sediment_trim30,0.0,1,9.982281684089967,2.5456090771660564,1.0,0.05
sediment_trim30,0.0,2,10.82206107810308,2.7195018155368444,1.0,0.05
sediment_trim30,0.0,3,10.787755950445643,2.738518306745556,1.0,0.05
sediment_trim30,0.0,4,11.09527732095588,2.7452618910640516,1.0,0.05
sediment_trim30,0.0,5,10.504838895429861,2.744126802673123,1.0,0.05
sediment_trim30,0.0,6,10.414288425211268,2.7359044290868484,1.0,0.05
sediment_trim30,0.0,7,12.640806126013995,2.48657892900758,1.0,0.05
sediment_trim30,0.0,8,11.412088451307085,2.765462609155715,1.0,0.05
sediment_trim30,0.0,9,9.543475902458152,2.340245408643284,1.0,0.05
sediment_trim30,0.05,0,10.113874408011261,2.7850807097849866,1.0,0.05
sediment_trim30,0.05,1,9.3399349946383,2.2124424177018565,1.0,0.05
sediment_trim30,0.05,2,9.99682954526617,2.6006511336223923,1.0,0.05
sediment_trim30,0.05,3,9.975093279696805,2.864680218934973,1.0,0.05
sediment_trim30,0.05,4,10.216201278316666,2.7163240027453086,1.0,0.05
sediment_trim30,0.05,5,9.75622479760527,2.484456197152487,1.0,0.05
sediment_trim30,0.05,6,9.680762787435059,3.013396914174493,1.0,0.05
sediment_trim30,0.05,7,11.432716187043546,2.7287246037618464,1.0,0.05
sediment_trim30,0.05,8,10.451757492403349,2.7360253912102808,1.0,0.05
sediment_trim30,0.05,9,8.994734440116812,2.0445412284363855,1.0,0.05
sediment_trim30,0.1,0,9.425302128453218,3.139987821273558,1.0,0.05
sediment_trim30,0.1,1,8.810528550304817,1.933076466859246,1.0,0.05
sediment_trim30,0.1,2,9.319933123848447,2.2696301634826446,1.0,0.05
sediment_trim30,0.1,3,9.312043905348283,3.2517243757652494,1.0,0.05
sediment_trim30,0.1,4,9.49736160114201,2.4763900990712457,1.0,0.05
sediment_trim30,0.1,5,9.143085307666166,2.1676862445464242,1.0,0.05
sediment_trim30,0.1,6,9.077407055408255,3.421596145212064,1.0,0.05
sediment_trim30,0.1,7,10.472695769708897,2.6877990688947087,1.0,0.05
sediment_trim30,0.1,8,9.680221436425544,2.7439398517387534,1.0,0.05
sediment_trim30,0.1,9,8.536861008230844,1.793062022686571,1.0,0.05
