estimator_name,budget_fraction,seed,detection_rate,false_positive_rate,threshold,target_score,median_benign_score,median_malicious_score
naive,0.2,3,1.0,0.05,7.501956810088365,29.143886645146267,3.8388840133295066,29.1512900563559
naive,0.2,4,1.0,0.05,7.05794064484609,29.440393933319328,3.526215430824201,29.512738900950595
naive,0.2,5,1.0,0.05,7.082546430797379,29.056798756598255,3.471642763707239,29.13533105079956
naive,0.2,6,1.0,0.05,6.846976911656715,29.34205934185038,3.5491324015091403,29.310261332502368
naive,0.2,7,1.0,0.05,7.422911980239108,29.018102117293907,3.4077287135569385,29.001866567424198
naive,0.2,8,1.0,0.05,7.06724257005974,29.427710130776923,3.6380145439925853,29.49981203970548
naive,0.2,9,1.0,0.05,6.937627767033065,29.114023410383737,3.3033253663428908,29.212646471832933
naive,0.25,0,1.0,0.05,7.0997425551851165,24.43288431846051,3.5919035881007066,24.477682395187266
naive,0.25,1,1.0,0.05,7.344557632051802,24.442705880399448,3.6695287867840287,24.435520212142137
naive,0.25,2,1.0,0.05,7.358533505691447,24.522995076948035,4.004272190847205,24.53915973602109
naive,0.25,3,1.0,0.05,7.478335725262609,24.414768418869997,3.9394071819458167,24.421925271945106
naive,0.25,4,1.0,0.05,7.245559941559064,24.63148767790124,3.6501608138765045,24.693131572900143
naive,0.25,5,1.0,0.05,7.374832315974515,24.351406362811154,3.57126041426734,24.42192416148739
naive,0.25,6,1.0,0.05,6.8883577831542775,24.56060291536592,3.660413913557912,24.534957580922246
naive,0.25,7,1.0,0.05,7.35210688831047,24.32330470761147,3.585212046312276,24.310690284260055
naive,0.25,8,1.0,0.05,7.169211534116994,24.622955000041387,3.7517842175581695,24.687542165871985
naive,0.25,9,1.0,0.05,6.9688788573316645,24.393715351803884,3.430831578732862,24.480726073284387
naive,0.3,0,1.0,0.05,7.328343246070243,21.02099969558466,3.809680540113229,21.062166755568796
naive,0.3,1,1.0,0.05,7.5173625930642345,21.028448936772826,3.8762531895527976,21.023066190342835
