estimator_name,budget_fraction,seed,detection_rate,false_positive_rate,threshold,target_score,median_benign_score,median_malicious_score
naive,0.2,3,1.0,0.05,7.504379954158048,24.356506620610705,3.9434472046503135,24.36130236565728
naive,0.2,4,1.0,0.05,7.374964259850123,24.66902031343514,3.704846149665018,24.73549756070659
naive,0.2,5,1.0,0.05,7.430265791233833,24.352085369666366,3.6157043340980697,24.42564148834481
naive,0.2,6,1.0,0.05,6.92462120406159,24.600303015366016,3.6555000293240614,24.57446860594682
naive,0.2,7,1.0,0.05,7.331366357683778,24.30215060697664,3.59893257600313,24.28992937876044
naive,0.2,8,1.0,0.05,7.145794269195912,24.64684591911104,3.7326056046105114,24.710861639824962
naive,0.2,9,1.0,0.05,6.911627113512488,24.50846460101279,3.384484069643494,24.59730451023507
naive,0.25,0,1.0,0.05,7.640043195994349,19.270291073775816,4.013916668396857,19.311051648505813
naive,0.25,1,1.0,0.05,7.78223561891547,19.247778389424546,4.032198463309767,19.242756345469054
naive,0.25,2,1.0,0.05,7.741514836147603,19.35173194774616,4.3817671177328865,19.36376851440326
naive,0.25,3,1.0,0.05,7.972434216625843,19.199419219235246,4.297566612358997,19.20459739837616
naive,0.25,4,1.0,0.05,7.665681269650058,19.40406429446952,4.122201874927155,19.459533199117384
naive,0.25,5,1.0,0.05,7.6872383383958605,19.1770192065011,3.9600404224587384,19.23977777603429
naive,0.25,6,1.0,0.05,7.3840893605643645,19.34384665680779,3.9702518248066405,19.32412132883102
naive,0.25,7,1.0,0.05,7.653294226234542,19.16257656888026,3.97826944060675,19.15208498870245
naive,0.25,8,1.0,0.05,7.635481790936427,19.373521287443808,4.127903668914757,19.428145353110853
naive,0.25,9,1.0,0.05,7.324370807072855,19.351856777827606,3.8044648464437203,19.426031053266172
naive,0.3,0,1.0,0.05,8.366713002918939,15.483159007986812,4.5495593302872095,15.52060380912311
naive,0.3,1,1.0,0.05,8.35346468475686,15.469080864052472,4.633466718059955,15.46564262042187
