estimator_name,budget_fraction,seed,target_score,median_benign_score,detection_rate,false_positive_rate
naive,0.3,2,21.089978951455286,4.2284038013946565,1.0,0.05
naive,0.3,3,21.006645213840756,4.106679293800072,1.0,0.05
naive,0.3,4,21.173476998413573,3.8585880378205033,1.0,0.05
naive,0.3,5,20.958028904508698,3.8020158335537326,1.0,0.05
naive,0.3,6,21.119454783107443,3.8225585659490444,1.0,0.05
naive,0.3,7,20.93649920390559,3.8082140051475895,1.0,0.05
naive,0.3,8,21.167314987345627,3.9186156412106428,1.0,0.05
naive,0.3,9,20.990866193959675,3.6534238537632078,1.0,0.05
naive,0.3,10,20.947239172464272,3.831293382255091,1.0,0.05
naive,0.3,11,21.01261945199003,3.831083923387547,1.0,0.05
naive,0.3,12,21.143956445610073,3.9056941680246644,1.0,0.05
naive,0.3,13,20.92548204694965,4.1040361967500445,1.0,0.05
naive,0.3,14,20.997199650320717,3.6632977322145326,1.0,0.05
