estimator_name,budget_fraction,seed,detection_rate,false_positive_rate,threshold,target_score,median_benign_score,median_malicious_score
naive,0.1,8,1.0,0.05,8.0299575079827,48.27096999614686,3.7590742013828375,48.372395991396445
naive,0.1,9,1.0,0.05,7.619125963015208,47.503476961450666,3.5831689815895387,47.64694915706279
naive,0.12,0,1.0,0.05,7.066278104425687,42.280100726587996,3.4878642220202707,42.35042760650378
naive,0.12,1,1.0,0.05,7.527074678043985,42.30853154641892,3.644390169238272,42.288733957442986
naive,0.12,2,1.0,0.05,8.056237529575151,42.52900891961889,3.8264933521904947,42.55756672717441
naive,0.12,3,1.0,0.05,7.926681441401836,42.23898670510055,3.935247819759821,42.2473794695789
naive,0.12,4,1.0,0.05,7.527041841630185,42.8205513193474,3.646962340863028,42.92638645064212
naive,0.12,5,1.0,0.05,7.660827524235999,42.06597297087208,3.566264096476977,42.16566514956881
naive,0.12,6,1.0,0.05,7.346659848461683,42.620239348986544,3.623084497983013,42.5707673195579
naive,0.12,7,1.0,0.05,8.010826133732587,41.9887850360436,3.458197874410441,41.96360394843597
naive,0.12,8,1.0,0.05,7.626188949077527,42.79010351889501,3.668297364127044,42.88321724711295
naive,0.12,9,1.0,0.05,7.3754346249679825,42.174610663482866,3.4435809290308637,42.3051748898837
naive,0.15,0,1.0,0.05,6.9925141828349835,36.1800766890791,3.409151829623043,36.24179851412079
naive,0.15,1,1.0,0.05,7.275600749925239,36.20091237687751,3.5295718148370225,36.1864071593497
naive,0.15,2,1.0,0.05,7.5827645290865755,36.36538620085304,3.7622812475406375,36.3893486412331
naive,0.15,3,1.0,0.05,7.705989398913259,36.147232485894726,3.814537787108818,36.15623555251872
naive,0.15,4,1.0,0.05,7.134143901810449,36.58446540537357,3.5240916177619637,36.67405947384874
naive,0.15,5,1.0,0.05,7.313606442960828,36.01793194154007,3.472783294359981,36.107987629539984
naive,0.15,6,1.0,0.05,7.0446771544551146,36.43648146165089,3.5340182437203724,36.395372454168346
naive,0.15,7,1.0,0.05,7.765188014897337,35.96034247686386,3.3937085854968965,35.938414898581726
naive,0.15,8,1.0,0.05,7.372651982576696,36.56353400412226,3.5864532175950097,36.646947617153344
naive,0.15,9,1.0,0.05,7.09854369314313,36.10086946864287,3.3001348374516217,36.21662683357293
naive,0.18,0,1.0,0.05,6.883120220264733,31.61886447949876,3.4044306780195095,31.67372362962901
naive,0.18,1,1.0,0.05,7.245142920498282,31.634879587876505,3.4663338564423753,31.624051179306015
naive,0.18,2,1.0,0.05,7.417973212150986,31.763012981906567,3.8020006958006336,31.78367694066871
naive,0.18,3,1.0,0.05,7.652849071018833,31.591996599326137,3.8278951290773486,31.599912039052153
naive,0.18,4,1.0,0.05,7.035913364295899,31.934632702859343,3.495448243133575,32.012832604306595
naive,0.18,5,1.0,0.05,7.136278217028452,31.491120167118247,3.4399362481658384,31.57373139775136
naive,0.18,6,1.0,0.05,6.926173017286774,31.820186482119446,3.524374885479003,31.785166041849948
naive,0.18,7,1.0,0.05,7.639616151783433,31.446257199257715,3.3510819749394645,31.42807970541019
naive,0.18,8,1.0,0.05,7.126025303221026,31.91936780584037,3.603055303693989,31.995378049711107
naive,0.18,9,1.0,0.05,6.957893253631258,31.556851561727065,3.29571552399599,31.66147530890418
naive,0.2,0,1.0,0.05,6.879619224291923,29.16766159151439,3.4142333684542123,29.21893612295238
naive,0.2,1,1.0,0.05,7.2720427027959715,29.18137615903365,3.50834555736278,29.171848496079996
naive,0.2,2,1.0,0.05,7.399034406351328,29.291906765020116,3.8548482378306526,29.310937402851934
naive,0.2,3,1.0,0.05,7.501956810088365,29.143886645146267,3.8388840133295066,29.1512900563559
naive,0.2,4,1.0,0.05,7.05794064484609,29.440393933319328,3.526215430824201,29.512738900950595
naive,0.2,5,1.0,0.05,7.082546430797379,29.056798756598255,3.471642763707239,29.13533105079956
naive,0.2,6,1.0,0.05,6.846976911656715,29.34205934185038,3.5491324015091403,29.310261332502368
naive,0.2,7,1.0,0.05,7.422911980239108,29.018102117293907,3.4077287135569385,29.001866567424198
naive,0.2,8,1.0,0.05,7.06724257005974,29.427710130776923,3.6380145439925853,29.49981203970548
naive,0.2,9,1.0,0.05,6.937627767033065,29.114023410383737,3.3033253663428908,29.212646471832933
naive,0.25,0,1.0,0.05,7.0997425551851165,24.43288431846051,3.5919035881007066,24.477682395187266
naive,0.25,1,1.0,0.05,7.344557632051802,24.442705880399448,3.6695287867840287,24.435520212142137
naive,0.25,2,1.0,0.05,7.358533505691447,24.522995076948035,4.004272190847205,24.53915973602109
naive,0.25,3,1.0,0.05,7.478335725262609,24.414768418869997,3.9394071819458167,24.421925271945106
naive,0.25,4,1.0,0.05,7.245559941559064,24.63148767790124,3.6501608138765045,24.693131572900143
naive,0.25,5,1.0,0.05,7.374832315974515,24.351406362811154,3.57126041426734,24.42192416148739
naive,0.25,6,1.0,0.05,6.8883577831542775,24.56060291536592,3.660413913557912,24.534957580922246
naive,0.25,7,1.0,0.05,7.35210688831047,24.32330470761147,3.585212046312276,24.310690284260055
naive,0.25,8,1.0,0.05,7.169211534116994,24.622955000041387,3.7517842175581695,24.687542165871985
naive,0.25,9,1.0,0.05,6.9688788573316645,24.393715351803884,3.430831578732862,24.480726073284387
naive,0.3,0,1.0,0.05,7.328343246070243,21.02099969558466,3.809680540113229,21.062166755568796
naive,0.3,1,1.0,0.05,7.5173625930642345,21.028448936772826,3.8762531895527976,21.023066190342835
naive,0.3,2,1.0,0.05,7.532718291282718,21.089978951455286,4.2284038013946565,21.104330959218167
naive,0.3,3,1.0,0.05,7.781153063630508,21.006645213840756,4.106679293800072,21.013684741033785
naive,0.3,4,1.0,0.05,7.375460874978534,21.173476998413573,3.8585880378205033,21.228654437835253
naive,0.3,5,1.0,0.05,7.705042258098931,20.958028904508698,3.8020158335537326,21.022685585573665
naive,0.3,6,1.0,0.05,7.109596903407251,21.119454783107443,3.8225585659490444,21.098217572323716
naive,0.3,7,1.0,0.05,7.608471682261954,20.93649920390559,3.8082140051475895,20.92640681090315
naive,0.3,8,1.0,0.05,7.4314080097355335,21.167314987345627,3.9186156412106428,21.226133120062926
naive,0.3,9,1.0,0.05,7.204631710206748,20.990866193959675,3.6534238537632078,21.069508097369695
sediment_trim30,0.0,0,1.0,0.05,14.782056704232762,129.3016665635231,7.245407638232195,129.4886549537675
sediment_trim30,0.0,1,1.0,0.05,15.206752786236684,128.11897815150388,7.404860158127315,128.09472198632506
sediment_trim30,0.0,2,1.0,0.05,16.828060775238917,133.24540730822434,7.908300507041458,133.28322799060697
sediment_trim30,0.0,3,1.0,0.05,16.237325543132325,129.48918518016785,7.89385775348247,129.51220728336608
sediment_trim30,0.0,4,1.0,0.05,14.809556513022669,128.5342616090151,7.152137361186373,128.82809291454646
sediment_trim30,0.0,5,1.0,0.05,15.686318681630237,128.08073526379377,7.277841457943568,128.30607580908864
sediment_trim30,0.0,6,1.0,0.05,15.293671047867516,130.16551226846553,7.212986249696308,130.08566597348488
sediment_trim30,0.0,7,1.0,0.05,17.061805604732932,128.02283530463438,7.192545526997246,128.01134834317264
sediment_trim30,0.0,8,1.0,0.05,16.141385498893246,132.509635768135,7.450622126540946,132.74106368687694
sediment_trim30,0.0,9,1.0,0.05,15.364569489069686,130.1856276108283,7.511701503467577,130.46696754875154
sediment_trim30,0.02,0,1.0,0.05,14.188990682058055,121.95589911321554,6.972370816518385,122.12545748911292
sediment_trim30,0.02,1,1.0,0.05,14.60681725332159,121.1516891007879,7.110614853238053,121.11062182060377
sediment_trim30,0.02,2,1.0,0.05,16.237357443356697,125.2578889380054,7.619390674360799,125.29681070621635
sediment_trim30,0.02,3,1.0,0.05,15.403716410349041,122.4271914918936,7.570614989931044,122.43132437805573
sediment_trim30,0.02,4,1.0,0.05,14.145313587767635,121.3362350942107,6.937169001103658,121.60674723863943
sediment_trim30,0.02,5,1.0,0.05,14.959040995356597,120.76338700018478,6.958090713387542,120.980230310609
sediment_trim30,0.02,6,1.0,0.05,14.782943722640553,122.55766622768196,6.974934480499856,122.48799769986078
sediment_trim30,0.02,7,1.0,0.05,16.149464046944495,120.88525872882768,6.894874621088829,120.89097077754926
sediment_trim30,0.02,8,1.0,0.05,15.532699698667338,125.46002523846502,7.162395402257071,125.67564471203944
sediment_trim30,0.02,9,1.0,0.05,15.006780836702635,122.8574830874002,7.174635748456223,123.11823783949288
sediment_trim30,0.05,0,1.0,0.05,12.87758232727854,109.58363460681068,6.470164504181981,109.71684679855392
sediment_trim30,0.05,1,1.0,0.05,13.6031281529682,108.97038773585098,6.563529851145493,108.90782739817068
sediment_trim30,0.05,2,1.0,0.05,15.179389127268085,111.62376761991183,6.957659702111945,111.70521650176508
sediment_trim30,0.05,3,1.0,0.05,14.40739081153637,110.62759835403928,7.109200400940473,110.6289700636363
sediment_trim30,0.05,4,1.0,0.05,13.167192391068205,109.35675961228065,6.4418275831151215,109.58934721737887
sediment_trim30,0.05,5,1.0,0.05,13.808330511992791,108.4442850207548,6.482597106460272,108.65265850285917
sediment_trim30,0.05,6,1.0,0.05,13.5237062576752,109.99799814251524,6.481604869532038,109.94224608973936
sediment_trim30,0.05,7,1.0,0.05,14.8945311746549,108.86201668522169,6.437319611832952,108.88631017481895
sediment_trim30,0.05,8,1.0,0.05,14.490604236223675,113.52138613187603,6.740552096205292,113.70578773492402
sediment_trim30,0.05,9,1.0,0.05,13.840703749736582,110.51294398113839,6.641485824217734,110.74797300892425
sediment_trim30,0.08,0,1.0,0.05,12.200018891637523,97.68976525617973,5.863817478195079,97.81320671216184
sediment_trim30,0.08,1,1.0,0.05,12.35786501031048,97.20264883186252,6.048329909462733,97.13290637855536
sediment_trim30,0.08,2,1.0,0.05,13.593116967757192,98.53660247664993,6.381337881043918,98.60090815590019
sediment_trim30,0.08,3,1.0,0.05,13.03868166822839,98.95019416922023,6.541506472990845,98.96378754257485
sediment_trim30,0.08,4,1.0,0.05,12.490005157979802,97.7758072192781,6.008121016099754,97.98147090469791
sediment_trim30,0.08,5,1.0,0.05,12.617003872137149,96.86296284124836,5.982196055079594,97.05924323847323
sediment_trim30,0.08,6,1.0,0.05,12.469938284062751,98.16248626887133,5.927583700910081,98.10291211135855
sediment_trim30,0.08,7,1.0,0.05,13.424155437090427,97.3769173998519,5.919251434321367,97.39931490688203
sediment_trim30,0.08,8,1.0,0.05,13.264912539344179,101.42754152670398,6.228328219009105,101.5713050758924
sediment_trim30,0.08,9,1.0,0.05,12.70524805032407,98.63940919901461,6.099344967758251,98.88103889946254
sediment_trim30,0.1,0,1.0,0.05,11.76482402847148,90.91728107634829,5.619371555478319,91.04076486854025
sediment_trim30,0.1,1,1.0,0.05,11.8089931622515,90.4188444458369,5.815611065302422,90.36374021202664
sediment_trim30,0.1,2,1.0,0.05,12.964093945823468,91.1797495372698,6.101273282785879,91.23366758495942
sediment_trim30,0.1,3,1.0,0.05,12.453738093077188,91.60030493564226,6.2114612075039854,91.60308234877255
sediment_trim30,0.1,4,1.0,0.05,12.098192547132314,91.0185695061548,5.697328802553537,91.21039762523101
sediment_trim30,0.1,5,1.0,0.05,12.241794378190894,90.03667486956152,5.769513879908692,90.22200084021216
sediment_trim30,0.1,6,1.0,0.05,11.876707158240533,91.18474232200913,5.656283647707927,91.11628713937836
sediment_trim30,0.1,7,1.0,0.05,12.914108142695676,90.54837862280175,5.6353013012521895,90.57057329704062
sediment_trim30,0.1,8,1.0,0.05,12.73300076322582,94.32521973649193,5.885581236316757,94.45343205815934
sediment_trim30,0.1,9,1.0,0.05,12.172874899421407,91.619951346328,5.724049173310069,91.85449849241456
sediment_trim30,0.12,0,1.0,0.05,10.849964762543278,83.02831510770781,5.318677775713207,83.15225542189086
sediment_trim30,0.12,1,1.0,0.05,11.136073459405734,82.3799288874281,5.556645883408597,82.33670292390494
sediment_trim30,0.12,2,1.0,0.05,11.935501193688221,82.57426692720958,5.725532177575527,82.62289670541585
sediment_trim30,0.12,3,1.0,0.05,11.627285586869741,82.89435791125632,5.859004046548891,82.901999460915
sediment_trim30,0.12,4,1.0,0.05,11.273362909244815,83.08319970008802,5.383408918973185,83.2590771689118
sediment_trim30,0.12,5,1.0,0.05,11.588341679042225,81.79664925783004,5.396429938981658,81.9562318403143
sediment_trim30,0.12,6,1.0,0.05,11.220280586353049,82.83993049360699,5.294084467634891,82.78163496709803
sediment_trim30,0.12,7,1.0,0.05,12.215179926795079,82.64284695244176,5.278757354016342,82.66677174948963
sediment_trim30,0.12,8,1.0,0.05,11.94692543778853,85.51773283086509,5.515056779166553,85.62593287179354
sediment_trim30,0.12,9,1.0,0.05,11.322363738079558,83.05837131968947,5.331582922273698,83.2821405693545
sediment_trim30,0.15,0,1.0,0.05,9.609297286131572,71.09824731706672,4.840212462121093,71.20802248889919
sediment_trim30,0.15,1,1.0,0.05,10.074564275316956,69.60929166575255,5.002831508887276,69.58504904641745
sediment_trim30,0.15,2,1.0,0.05,10.611403049890189,69.94837854161315,5.099887893124853,69.98154177768687
sediment_trim30,0.15,3,1.0,0.05,10.371167304029527,70.32618908639674,5.358195510902114,70.34351933443375
sediment_trim30,0.15,4,1.0,0.05,9.948437433870573,71.42407904189875,4.868241312349612,71.58260607272973
sediment_trim30,0.15,5,1.0,0.05,10.318075747963524,69.2104901573648,4.798646340154793,69.31600438674997
sediment_trim30,0.15,6,1.0,0.05,9.952370686623553,70.57962971033456,4.7854619351970635,70.52429408274104
sediment_trim30,0.15,7,1.0,0.05,11.018657805925233,70.09466776605501,4.715601578038946,70.12007575240426
sediment_trim30,0.15,8,1.0,0.05,10.848523599826805,72.66470735447237,4.930887259272975,72.77923168194519
sediment_trim30,0.15,9,1.0,0.05,9.93752585694695,70.2178550903909,4.702916259935875,70.39964482052147
sediment_trim30,0.18,0,1.0,0.05,7.989690231297415,54.6094812001367,3.995806718507131,54.698806384916836
sediment_trim30,0.18,1,1.0,0.05,8.54139911297357,53.56065689352339,4.1155552195477645,53.554130639448964
sediment_trim30,0.18,2,1.0,0.05,8.872265856749191,53.296112073605975,4.213648083237043,53.30912550537866
sediment_trim30,0.18,3,1.0,0.05,8.55924431057542,53.368194291840624,4.446403109551735,53.36786163421016
sediment_trim30,0.18,4,1.0,0.05,8.369781980836796,55.366926591288085,4.085634194750341,55.4981503870862
sediment_trim30,0.18,5,1.0,0.05,8.559603712507403,53.316417540123915,3.9706865265265754,53.37867104635579
sediment_trim30,0.18,6,1.0,0.05,8.315813285530758,54.539202769056985,4.002102079302647,54.4839082903036
sediment_trim30,0.18,7,1.0,0.05,8.805642361975524,52.55454129840115,3.8149990856584775,52.57989838902813
sediment_trim30,0.18,8,1.0,0.05,8.94909797860922,55.99956171572617,4.127815898243323,56.110524241274334
sediment_trim30,0.18,9,1.0,0.05,8.266159050626971,53.03841170625442,3.8011884563362637,53.189118000765546
sediment_trim30,0.2,0,1.0,0.05,5.978953841210968,36.28664652454866,2.8835770403628826,36.35134708771211
sediment_trim30,0.2,1,1.0,0.05,6.196739969552977,35.79693129070171,3.0276971737510334,35.7858904828838
sediment_trim30,0.2,2,1.0,0.05,6.428778143901131,35.623839509130235,3.060089708129894,35.6389984023434
sediment_trim30,0.2,3,1.0,0.05,6.4639453822682755,35.69044088974941,3.2220441291856665,35.6929257110272
sediment_trim30,0.2,4,1.0,0.05,6.1971666242466625,36.58386232918037,3.0277124491651417,36.67859288614068
sediment_trim30,0.2,5,1.0,0.05,6.389035802664628,35.6320246951596,2.9605397271500546,35.69300301546053
sediment_trim30,0.2,6,1.0,0.05,5.978657501522776,36.25813851944346,2.9399392391838113,36.21726969222317
sediment_trim30,0.2,7,1.0,0.05,6.621110135726065,35.308576465462906,2.8396997256729577,35.30189821696766
sediment_trim30,0.2,8,1.0,0.05,6.386184354829449,36.90638370024348,3.0484768438788676,36.98532392837711
sediment_trim30,0.2,9,1.0,0.05,6.043322159931716,35.56791650844754,2.8173736045412583,35.667335214083096
sediment_trim30,0.25,0,1.0,0.05,4.323673026576138,20.26847366624117,2.1157512438213373,20.30434737137692
sediment_trim30,0.25,1,1.0,0.05,4.50380627108278,20.101891328451366,2.1615570709158134,20.09553294274725
sediment_trim30,0.25,2,1.0,0.05,4.54203132076742,20.022227553514515,2.2838036563635153,20.03332229038668
sediment_trim30,0.25,3,1.0,0.05,4.766418546485513,20.063950116112085,2.3639610542955887,20.06898166727279
sediment_trim30,0.25,4,1.0,0.05,4.298124677916862,20.356829462443308,2.1445984095298267,20.416376956330332
sediment_trim30,0.25,5,1.0,0.05,4.438842498588855,20.031409470997534,2.137123968682353,20.075950684595874
sediment_trim30,0.25,6,1.0,0.05,4.256895353201702,20.259349877905453,2.161079536228681,20.235471024789398
sediment_trim30,0.25,7,1.0,0.05,4.625800962580853,19.93294816514453,2.0689755069459492,19.92191509796404
sediment_trim30,0.25,8,1.0,0.05,4.457344164926356,20.468151116596417,2.220509663795956,20.516858071645785
sediment_trim30,0.25,9,1.0,0.05,4.322473032039689,20.02742448381055,2.0304041602026652,20.087986107897976
sediment_trim30,0.3,0,1.0,0.05,3.843715652521976,13.98086619969283,1.9321611220734525,14.008306562387736
sediment_trim30,0.3,1,1.0,0.05,3.973118614701448,13.89611233251156,1.9596670724031968,13.892250347141427
sediment_trim30,0.3,2,1.0,0.05,3.9415844785676386,13.84788666605843,2.0921420289486377,13.857278060134297
sediment_trim30,0.3,3,1.0,0.05,4.006256616595292,13.87713161182722,2.0958407269429062,13.880699022624526
sediment_trim30,0.3,4,1.0,0.05,3.8513716993858966,14.02404591290377,1.917837072699657,14.062326783410844
sediment_trim30,0.3,5,1.0,0.05,3.937404586907765,13.856329155528703,1.9173601828915865,13.8931081133081
sediment_trim30,0.3,6,1.0,0.05,3.673447444505515,13.976078312081192,1.9414113115619824,13.9614953062771
sediment_trim30,0.3,7,1.0,0.05,3.987628934239387,13.809451907338364,1.9103302686382198,13.803643299895864
sediment_trim30,0.3,8,1.0,0.05,3.8449418449014865,14.079225746943772,1.9994143556224184,14.116126928285862
sediment_trim30,0.3,9,1.0,0.05,3.737806320770189,13.8575488063175,1.8184845820511113,13.903932506435579
